headline,is_sarcastic
Leenstelsel blijkt geen drempel voor scholieren die willen studeren,0
Boze boeren blokkeerden enkele uren de A1 bij Holten,0
Persconferentie premier Rutte na ministerraad,0
Zaak-MH17: Deskundige mag gehoord worden over maximale afstand buk-raket,0
Weekendweerbericht: Onstuimig weer met veel regen en krachtige windstoten,0
Boeren protesteren bij vliegveld Eelde: luchthaven doet aangifte,0
Amper animo voor boerenprotest op Malieveld,0
Klusjesman Josef B. blijft vastzitten in zaak-Ruinerwold,0
18 jaar cel voor ombrengen vrouw Soest en laten verdwijnen van lichaam,0
Peter Schouten definitief advocaat van kroongetuige Nabil B.,0
TU Eindhoven mag vrouwen niet voortrekken in sollicitatieprocedures,0
Maastunnel opent gerenoveerd fietsgedeelte,0
"Boeren demonstreren op Malieveld, ook elders in het land acties verwacht",0
Waarom meer coronabrandhaardjes ontstaan (en dit geen reden tot paniek is),0
Weerbericht: Wolkenvelden met opklaringen vanuit het westen,0
Rotterdamse gemeenteraad spreekt steun uit voor derde termijn Aboutaleb,0
Boeren verzamelen zich met trekkers rond Binnenhof voor protest,0
Binnenstad Den Haag weer toegankelijk voor verkeer,0
Festivalcamping zonder festival: 'We moesten flink omdenken',0
Zaak-MH17: Deskundige mag gehoord worden over maximale afstand buk-raket,0
Weekendweerbericht: Onstuimig weer met veel regen en krachtige windstoten,0
Boeren protesteren bij vliegveld Eelde: luchthaven doet aangifte,0
Amper animo voor boerenprotest op Malieveld,0
Klusjesman Josef B. blijft vastzitten in zaak-Ruinerwold,0
18 jaar cel voor ombrengen vrouw Soest en laten verdwijnen van lichaam,0
Peter Schouten definitief advocaat van kroongetuige Nabil B.,0
TU Eindhoven mag vrouwen niet voortrekken in sollicitatieprocedures,0
Maastunnel opent gerenoveerd fietsgedeelte,0
"Boeren demonstreren op Malieveld, ook elders in het land acties verwacht",0
Waarom meer coronabrandhaardjes ontstaan (en dit geen reden tot paniek is),0
Weerbericht: Wolkenvelden met opklaringen vanuit het westen,0
Rotterdamse gemeenteraad spreekt steun uit voor derde termijn Aboutaleb,0
Boeren verzamelen zich met trekkers rond Binnenhof voor protest,0
Binnenstad Den Haag weer toegankelijk voor verkeer,0
Festivalcamping zonder festival: 'We moesten flink omdenken',0
Strafrechtelijk onderzoek naar racistische uitspraken Rotterdamse agenten,0
"Spontane boerenprotesten op meerdere plekken, ook vrijdag acties",0
Nu ook rioolwatermetingen en vermoedelijke besmettingen op dashboard,0
Klusjesman Josef B.: 'Afzondering van gezin Ruinerwold zou tijdelijk zijn',0
Politie Zeeland over invallen: 'We willen de kopstukken pakken',0
'Instanties de fout in bij begeleiding verdachte van doodsteken fietser Oss',0
Man (51) verdacht van aansteken brand in Alkmaarse parkeergarage,0
"Terminaal zieke James B. krijgt 2,5 jaar cel in misbruikzaak Rotterdam",0
Recherche: 'Gigantische afluisteroperatie is een ware gamechanger',0
Justitie kon live meekijken met communicatie criminelen na kraken EncroChat,0
OM eist 20 maanden cel voor nalaten hulp aan verdrinkende Orlando Boldewijn,0
OM: 'Nepverpleegkundige' diende medicijnen toe in ziekenhuis Den Bosch,0
"Automobilist rijdt opzettelijk Noord-Hollandse school binnen, geen gewonden",0
Politie op de been nadat auto basisschool in Grootebroek inrijdt,0
"Weerbericht: Pittige buien in het noorden, minder neerslag in het zuiden",0
"Jan van Zanen beëdigd als burgemeester Den Haag, Remkes wordt ereburger",0
Strafrechtelijk onderzoek naar racistische uitspraken Rotterdamse agenten,0
"Spontane boerenprotesten op meerdere plekken, ook vrijdag acties",0
Nu ook rioolwatermetingen en vermoedelijke besmettingen op dashboard,0
Klusjesman Josef B.: 'Afzondering van gezin Ruinerwold zou tijdelijk zijn',0
Politie Zeeland over invallen: 'We willen de kopstukken pakken',0
'Instanties de fout in bij begeleiding verdachte van doodsteken fietser Oss',0
Man (51) verdacht van aansteken brand in Alkmaarse parkeergarage,0
"Terminaal zieke James B. krijgt 2,5 jaar cel in misbruikzaak Rotterdam",0
Recherche: 'Gigantische afluisteroperatie is een ware gamechanger',0
Justitie kon live meekijken met communicatie criminelen na kraken EncroChat,0
OM eist 20 maanden cel voor nalaten hulp aan verdrinkende Orlando Boldewijn,0
OM: 'Nepverpleegkundige' diende medicijnen toe in ziekenhuis Den Bosch,0
"Automobilist rijdt opzettelijk Noord-Hollandse school binnen, geen gewonden",0
Politie op de been nadat auto basisschool in Grootebroek inrijdt,0
"Weerbericht: Pittige buien in het noorden, minder neerslag in het zuiden",0
"Jan van Zanen beëdigd als burgemeester Den Haag, Remkes wordt ereburger",0
Asielzoeker kan voortaan time-out krijgen na veroorzaken grote overlast,0
Afschaffing slavernij herdacht in het Oosterpark in Amsterdam,0
"Thijs H.: 'Ik wil nooit meer iemand pijn doen, dit is niet wie ik ben'",0
"Geldt de 1,5 meter afstand nog als je corona hebt gehad?",0
Aboutaleb: Racisme in appgroepen van agenten gaat 'alle grenzen te buiten',0
Verdediging: Thijs H. handelde niet weloverwogen bij fatale steekpartijen,0
Waarom koren wordt geadviseerd om voortaan in zigzagformatie te zingen,0
Verdachte aangehouden voor brand in Alkmaarse parkeergarage,0
Herdenking afschaffing slavernij in het Oosterpark in Amsterdam,0
"Chinees restaurant, orgelcultuur en skûtsjesilen komen op Erfgoedlijst",0
Aantal cosmetische ingrepen bij Nederlandse jongeren fors toegenomen,0
Brandweer bestrijdt vuur in ondergrondse parkeergarage in Alkmaar,0
Dertig invallen in Zeeland vanwege groot onderzoek naar cocaïnehandel,0
Meerdere auto's in brand in ondergrondse parkeergarage Alkmaar,0
Drie mannen stelen uit auto's van zorgmedewerkers in Tilburg,0
Sekswerkers weer aan de slag: 'Missionarishouding wordt afgeraden',0
Asielzoeker kan voortaan time-out krijgen na veroorzaken grote overlast,0
Afschaffing slavernij herdacht in het Oosterpark in Amsterdam,0
"Thijs H.: 'Ik wil nooit meer iemand pijn doen, dit is niet wie ik ben'",0
"Geldt de 1,5 meter afstand nog als je corona hebt gehad?",0
Aboutaleb: Racisme in appgroepen van agenten gaat 'alle grenzen te buiten',0
Verdediging: Thijs H. handelde niet weloverwogen bij fatale steekpartijen,0
Waarom koren wordt geadviseerd om voortaan in zigzagformatie te zingen,0
Verdachte aangehouden voor brand in Alkmaarse parkeergarage,0
Herdenking afschaffing slavernij in het Oosterpark in Amsterdam,0
"Chinees restaurant, orgelcultuur en skûtsjesilen komen op Erfgoedlijst",0
Aantal cosmetische ingrepen bij Nederlandse jongeren fors toegenomen,0
Brandweer bestrijdt vuur in ondergrondse parkeergarage in Alkmaar,0
Dertig invallen in Zeeland vanwege groot onderzoek naar cocaïnehandel,0
Meerdere auto's in brand in ondergrondse parkeergarage Alkmaar,0
Drie mannen stelen uit auto's van zorgmedewerkers in Tilburg,0
Sekswerkers weer aan de slag: 'Missionarishouding wordt afgeraden',0
'Politie Rotterdam onderzoekt racistische uitlatingen in appgroep agenten',0
"Slavernij herdacht in Rotterdam, Aboutaleb roept op te 'blijven praten'",0
Grootste reuzenrad van Nederland wordt restaurant,0
AIVD zette toezichthouder op verkeerde been door verzwijgen van informatie,0
OM eist 24 jaar cel en tbs tegen Thijs H. voor doodsteken drie wandelaars,0
Advies: Laat verpleegkundigen meer werken om ic-capaciteit te vergroten,0
Coronacijfers van afgelopen week: aantal sterfgevallen (18) gedaald met 7,0
RIVM: Paar 'coronavrije' evenementen geen reden tot extra versoepelingen,0
"OM: Thijs H. niet ontoerekeningsvatbaar, eis van 24 jaar cel en tbs voor 3 moorden",0
Afscheidsbrief Jan van Zanen: 'Zorg goed voor elkaar en voor Utrecht',0
"Vaker handhaving op mondkapjes in ov, tot nu toe 120 boetes uitgedeeld",0
"Wapenhandelaar Jan B. aangehouden, politie onderzoekt terrein in Hulten",0
Vaccinatiegraad in Nederland stijgt voor het eerst in vijf jaar weer,0
"Alcoholgebruik bij scholieren gestopt met dalen, lachgasgebruik neemt toe",0
'Drugshandel per post bezorgt Nederland internationaal slecht imago',0
Concertgebouw verwijdert honderden stoelen voor concertreeks,0
'Politie Rotterdam onderzoekt racistische uitlatingen in appgroep agenten',0
"Slavernij herdacht in Rotterdam, Aboutaleb roept op te 'blijven praten'",0
Grootste reuzenrad van Nederland wordt restaurant,0
AIVD zette toezichthouder op verkeerde been door verzwijgen van informatie,0
OM eist 24 jaar cel en tbs tegen Thijs H. voor doodsteken drie wandelaars,0
Advies: Laat verpleegkundigen meer werken om ic-capaciteit te vergroten,0
Coronacijfers van afgelopen week: aantal sterfgevallen (18) gedaald met 7,0
RIVM: Paar 'coronavrije' evenementen geen reden tot extra versoepelingen,0
"OM: Thijs H. niet ontoerekeningsvatbaar, eis van 24 jaar cel en tbs voor 3 moorden",0
Afscheidsbrief Jan van Zanen: 'Zorg goed voor elkaar en voor Utrecht',0
"Vaker handhaving op mondkapjes in ov, tot nu toe 120 boetes uitgedeeld",0
"Wapenhandelaar Jan B. aangehouden, politie onderzoekt terrein in Hulten",0
Vaccinatiegraad in Nederland stijgt voor het eerst in vijf jaar weer,0
"Alcoholgebruik bij scholieren gestopt met dalen, lachgasgebruik neemt toe",0
'Drugshandel per post bezorgt Nederland internationaal slecht imago',0
Concertgebouw verwijdert honderden stoelen voor concertreeks,0
Weerbericht: Komende dagen wisselvallig zomerweer,0
"Moeder slachtoffer: 'Waar Orlando Boldewijn kwam, ging de zon schijnen'",0
"Vorig jaar bij 14.500 incidenten politiegeweld, nieuw registratiesysteem",0
"Jongens schuldig aan fatale flatbrand Arnhem, maar krijgen geen straf",0
Alle 37 aangehouden antilockdownbetogers Den Haag weer op vrije voeten,0
Verdachte dood Boldewijn trekt verklaring dat hij slachtoffer in water zag in,0
A1 bezaaid met kapotte bierflesjes na ongeval met vrachtwagen,0
1 op 5 jonge mannen: 'Geen nee is verzachtende omstandigheid verkrachting',0
"Adviesraad: Combineer landbouw, bos en wateropslag voor betere bodem",0
'Corendon biedt ondanks kritiek toch reizen naar Turkije aan',0
Politie arresteert antilockdownbetogers bij protest in Den Haag,0
Gemeente Den Haag: Situatie Malieveld beheersbaar gebleven,0
"Jongen (13) gewond na steekpartij in Rotterdam, politie zoekt daders",0
Demonstratie tegen coronamaatregelen in Groningen vreedzaam verlopen,0
"Weerbericht: Week met afwisselend zon, bewolking en buien",0
Menselijke botresten onder Friese oprit komen mogelijk uit middeleeuwen,0
Weerbericht: Komende dagen wisselvallig zomerweer,0
"Moeder slachtoffer: 'Waar Orlando Boldewijn kwam, ging de zon schijnen'",0
"Vorig jaar bij 14.500 incidenten politiegeweld, nieuw registratiesysteem",0
"Jongens schuldig aan fatale flatbrand Arnhem, maar krijgen geen straf",0
Alle 37 aangehouden antilockdownbetogers Den Haag weer op vrije voeten,0
Verdachte dood Boldewijn trekt verklaring dat hij slachtoffer in water zag in,0
A1 bezaaid met kapotte bierflesjes na ongeval met vrachtwagen,0
1 op 5 jonge mannen: 'Geen nee is verzachtende omstandigheid verkrachting',0
"Adviesraad: Combineer landbouw, bos en wateropslag voor betere bodem",0
'Corendon biedt ondanks kritiek toch reizen naar Turkije aan',0
Politie arresteert antilockdownbetogers bij protest in Den Haag,0
Gemeente Den Haag: Situatie Malieveld beheersbaar gebleven,0
"Jongen (13) gewond na steekpartij in Rotterdam, politie zoekt daders",0
Demonstratie tegen coronamaatregelen in Groningen vreedzaam verlopen,0
"Weerbericht: Week met afwisselend zon, bewolking en buien",0
Menselijke botresten onder Friese oprit komen mogelijk uit middeleeuwen,0
"Den Haag vaardigt noodbevel uit voor Malieveld, meerdere aanhoudingen",0
Verpleeghuis Maassluis meldt 25 coronabesmettingen,0
Weer voertuig in brand gestoken in Arnhem ondanks arrestaties,0
Lange zwemtocht voor twee opvarenden nadat zeilbootje omsloeg in Eemmeer,0
Aantal arrestaties na rellen bij demonstratie Den Haag loopt op tot 437,0
Wateroverlast en gesneuvelde bomen in noordoosten na zware onweersbuien,0
Coronacrisis biedt goede doelen kans voor digitale én fysieke collecteweek,0
"Fietser gewond in centrum van Utrecht, vermoedelijk aangereden door bus",0
Onweersbuien met zware windstoten trekken over noordoosten van het land,0
Drie tieners opgepakt na steekpartij op Troelstrakade in Den Haag,0
"Viruswaanzin verliest rechtszaak, vraagt mensen niet naar Malieveld te komen",0
Defensie gebruikt methode voor gedragsbeïnvloeding in conflictgebieden,0
Grote brand verwoest twee panden in Alphen aan den Rijn,0
"Weerbericht: Vooral in het oosten onweer en buien, later opklaringen",0
Twee panden verwoest na uitslaande brand in centrum Alphen aan den Rijn,0
Compilatie: Zo trokken de zware buien over Nederland,0
"Den Haag vaardigt noodbevel uit voor Malieveld, meerdere aanhoudingen",0
Verpleeghuis Maassluis meldt 25 coronabesmettingen,0
Weer voertuig in brand gestoken in Arnhem ondanks arrestaties,0
Lange zwemtocht voor twee opvarenden nadat zeilbootje omsloeg in Eemmeer,0
Aantal arrestaties na rellen bij demonstratie Den Haag loopt op tot 437,0
Wateroverlast en gesneuvelde bomen in noordoosten na zware onweersbuien,0
Coronacrisis biedt goede doelen kans voor digitale én fysieke collecteweek,0
"Fietser gewond in centrum van Utrecht, vermoedelijk aangereden door bus",0
Onweersbuien met zware windstoten trekken over noordoosten van het land,0
Drie tieners opgepakt na steekpartij op Troelstrakade in Den Haag,0
"Viruswaanzin verliest rechtszaak, vraagt mensen niet naar Malieveld te komen",0
Defensie gebruikt methode voor gedragsbeïnvloeding in conflictgebieden,0
Grote brand verwoest twee panden in Alphen aan den Rijn,0
"Weerbericht: Vooral in het oosten onweer en buien, later opklaringen",0
Twee panden verwoest na uitslaande brand in centrum Alphen aan den Rijn,0
Compilatie: Zo trokken de zware buien over Nederland,0
Corendon gaat in overleg over vakantievluchten Turkije na felle kritiek,0
Veel wateroverlast in Noord-Brabant en Zuid-Holland door hevige regenval,0
Den Haag: Oproep om alsnog te demonstreren is onverantwoord,0
"Helmond vreest opnieuw voor rellen, politie verricht twee aanhoudingen",0
Nederlands marineschip Karel Doorman komt aan in Den Helder,0
"Weekendweerbericht: Hitte neemt af, kans op pittige (onweers)buien",0
Eerste landelijke tropische dag van het jaar gemeten,0
Weerbericht: Fikse onweersbuien met hagel verwacht,0
Ondanks nieuwe donorwet kans klein dat jouw organen hergebruikt worden,0
OM toont nieuw bewijs neerhalen MH17 met buk-raket en rol Oleg Pulatov,0
Ministerie: Coronatest Corendon zeker geen alternatief voor quarantaine,0
"Den Haag verbiedt protest op Malieveld, organisatie zegt toch te komen",0
Hoge Raad: Nederland hoeft vrouwen en kinderen niet uit Syrië te halen,0
"Weerbericht: Temperaturen tot 33 graden, mogelijk onweer in het zuiden",0
"Noodverordening in Eindhoven na oproep tot rellen, 21 aanhoudingen verricht",0
Indoor speeltuinen open: 'Ballen gaan door een wasstraat',0
Corendon gaat in overleg over vakantievluchten Turkije na felle kritiek,0
Veel wateroverlast in Noord-Brabant en Zuid-Holland door hevige regenval,0
Den Haag: Oproep om alsnog te demonstreren is onverantwoord,0
"Helmond vreest opnieuw voor rellen, politie verricht twee aanhoudingen",0
Nederlands marineschip Karel Doorman komt aan in Den Helder,0
"Weekendweerbericht: Hitte neemt af, kans op pittige (onweers)buien",0
Eerste landelijke tropische dag van het jaar gemeten,0
Weerbericht: Fikse onweersbuien met hagel verwacht,0
Ondanks nieuwe donorwet kans klein dat jouw organen hergebruikt worden,0
OM toont nieuw bewijs neerhalen MH17 met buk-raket en rol Oleg Pulatov,0
Ministerie: Coronatest Corendon zeker geen alternatief voor quarantaine,0
"Den Haag verbiedt protest op Malieveld, organisatie zegt toch te komen",0
Hoge Raad: Nederland hoeft vrouwen en kinderen niet uit Syrië te halen,0
"Weerbericht: Temperaturen tot 33 graden, mogelijk onweer in het zuiden",0
"Noodverordening in Eindhoven na oproep tot rellen, 21 aanhoudingen verricht",0
Indoor speeltuinen open: 'Ballen gaan door een wasstraat',0
OM eist anderhalf jaar cel en tbs tegen man die agent bij trouwstoet neersloeg,0
'Mensen met zware psychische problemen staan lang op wachtlijst ggz',0
Europese medicijnautoriteiten keuren eerste medicijn tegen COVID-19 goed,0
Inspectie: Chaos na landelijke 112-storing in juni 2019 was onnodig groot,0
OM: Verdachten in zaak vergismoord Djordy vormden moordcommando,0
Zorgpersoneel krijgt 1.000 euro bonus voor inzet tijdens coronacrisis,0
"OVV: Vaarroutes boven Wadden risicovol, kans op herhaling MSC Zoe-incident",0
RIVM praat Kamer bij over coronavirus,0
Advocaten: Peter R. de Vries en kroongetuige gijzelen proces tegen Ridouan T.,0
Waardoor niet-westerse Nederlanders vaker voorkomen in criminaliteitscijfers,0
"Weerbericht: Temperaturen tot 30 graden, KNMI kondigt code geel af",0
Analyse persconferentie Rutte: 'Deze zomer meer vrijheid dan gedacht',0
Antwoorden op jullie vragen over de versoepelingen per 1 juli,0
Rutte: 'Geen bezoekerslimiet bij voorstellingen en festivals denkbaar',0
Contactsporten binnen en buiten vanaf 1 juli weer toegestaan,0
"Ov per 1 juli voor iedereen beschikbaar, ook weer samen in de auto",0
OM eist anderhalf jaar cel en tbs tegen man die agent bij trouwstoet neersloeg,0
'Mensen met zware psychische problemen staan lang op wachtlijst ggz',0
Europese medicijnautoriteiten keuren eerste medicijn tegen COVID-19 goed,0
Inspectie: Chaos na landelijke 112-storing in juni 2019 was onnodig groot,0
OM: Verdachten in zaak vergismoord Djordy vormden moordcommando,0
Zorgpersoneel krijgt 1.000 euro bonus voor inzet tijdens coronacrisis,0
"OVV: Vaarroutes boven Wadden risicovol, kans op herhaling MSC Zoe-incident",0
RIVM praat Kamer bij over coronavirus,0
Advocaten: Peter R. de Vries en kroongetuige gijzelen proces tegen Ridouan T.,0
Waardoor niet-westerse Nederlanders vaker voorkomen in criminaliteitscijfers,0
"Weerbericht: Temperaturen tot 30 graden, KNMI kondigt code geel af",0
Analyse persconferentie Rutte: 'Deze zomer meer vrijheid dan gedacht',0
Antwoorden op jullie vragen over de versoepelingen per 1 juli,0
Rutte: 'Geen bezoekerslimiet bij voorstellingen en festivals denkbaar',0
Contactsporten binnen en buiten vanaf 1 juli weer toegestaan,0
"Ov per 1 juli voor iedereen beschikbaar, ook weer samen in de auto",0
OM eist anderhalf jaar cel en tbs tegen man die agent bij trouwstoet neersloeg,0
'Mensen met zware psychische problemen staan lang op wachtlijst ggz',0
Europese medicijnautoriteiten keuren eerste medicijn tegen COVID-19 goed,0
Inspectie: Chaos na landelijke 112-storing in juni 2019 was onnodig groot,0
OM: Verdachten in zaak vergismoord Djordy vormden moordcommando,0
Zorgpersoneel krijgt 1.000 euro bonus voor inzet tijdens coronacrisis,0
"OVV: Vaarroutes boven Wadden risicovol, kans op herhaling MSC Zoe-incident",0
RIVM praat Kamer bij over coronavirus,0
Advocaten: Peter R. de Vries en kroongetuige gijzelen proces tegen Ridouan T.,0
Waardoor niet-westerse Nederlanders vaker voorkomen in criminaliteitscijfers,0
"Weerbericht: Temperaturen tot 30 graden, KNMI kondigt code geel af",0
Analyse persconferentie Rutte: 'Deze zomer meer vrijheid dan gedacht',0
Antwoorden op jullie vragen over de versoepelingen per 1 juli,0
Rutte: 'Geen bezoekerslimiet bij voorstellingen en festivals denkbaar',0
Contactsporten binnen en buiten vanaf 1 juli weer toegestaan,0
"Ov per 1 juli voor iedereen beschikbaar, ook weer samen in de auto",0
Marine krijgt twee nieuwe fregatten voor bestrijden onderzeeboten,0
"Onderzoek flatbrand Arnhem: Gebouw was veilig, lift niet uitgevallen",0
Rapport: Hulp Rotterdamse slachtoffers huiselijk geweld komt vaak te laat,0
Meer versoepelingen verwacht na voorlopig laatste crisisberaad Rutte,0
Eerste tropische dag van 2020: 30 graden gemeten in Limburg,0
OM: Berichten versterken verdenking tegen verdachten van moord op Wiersum,0
Hitteplan komende dagen van kracht in zeven provincies,0
Hoorn wil met inwoners in gesprek over standbeeld Jan Pieterszoon Coen,0
Man steelt zes pallets Apple Watches op Schiphol,0
ME drijft jongeren uit elkaar na illegale bokswedstrijd in Helmond,0
Weerbericht: Mogelijk eerste tropische dag van het jaar,0
Ruim honderd jongeren botsen met ME na illegale bokswedstrijd in Helmond,0
Donkere rookwolken door brandende banden in Zandvoort,0
Grapperhaus: betogers moeten redelijke instructies van politie opvolgen,0
Studenten mogen vanaf september weer in de spits reizen,0
Vanaf 1 juli geen maximumgrootte voor groepen meer,0
Marine krijgt twee nieuwe fregatten voor bestrijden onderzeeboten,0
"Onderzoek flatbrand Arnhem: Gebouw was veilig, lift niet uitgevallen",0
Rapport: Hulp Rotterdamse slachtoffers huiselijk geweld komt vaak te laat,0
Meer versoepelingen verwacht na voorlopig laatste crisisberaad Rutte,0
Eerste tropische dag van 2020: 30 graden gemeten in Limburg,0
OM: Berichten versterken verdenking tegen verdachten van moord op Wiersum,0
Hitteplan komende dagen van kracht in zeven provincies,0
Hoorn wil met inwoners in gesprek over standbeeld Jan Pieterszoon Coen,0
Man steelt zes pallets Apple Watches op Schiphol,0
ME drijft jongeren uit elkaar na illegale bokswedstrijd in Helmond,0
Weerbericht: Mogelijk eerste tropische dag van het jaar,0
Ruim honderd jongeren botsen met ME na illegale bokswedstrijd in Helmond,0
Donkere rookwolken door brandende banden in Zandvoort,0
Grapperhaus: betogers moeten redelijke instructies van politie opvolgen,0
Studenten mogen vanaf september weer in de spits reizen,0
Vanaf 1 juli geen maximumgrootte voor groepen meer,0
Politie Eindhoven verzocht niet in te gaan op beledigingen tijdens protest,0
Zo ziet een saunabezoek er vanaf 1 juli uit,0
"425 aanhoudingen tijdens coronaprotest Den Haag, nog acht personen vast",0
Utrecht verbood protest op Jaarbeursplein uit angst voor ongeregeldheden,0
Thijs H. na nabestaandenverklaringen: 'Ik heb verschrikkelijk veel spijt',0
Verdediging MH17 wil duidelijkheid over afstand die buk-raket kan afleggen,0
Coronacijfers van afgelopen week: aantal besmettingen bijna gehalveerd,0
Michael P. krijgt 4 maanden strafvermindering na hardhandige arrestatie,0
Uv-robot maakt ruimtes binnen enkele minuten coronavrij,0
Vermeend kopstuk in cocaïnehandel 'Piet Costa' aangehouden in Rotterdam,0
"Deskundigen: Thijs H. ontoerekeningsvatbaar, fouten gemaakt in behandeling",0
Man vindt in Luik een berg aan voor Nederland bestemde pakketjes,0
Smaakjes voor e-sigaretten zoals kaneel en mojito worden verboden,0
UNICEF: Nederlandse jongeren hebben vooral stress door school,0
"Weerbericht: Warme en zonnige dag, af en toe sluierbewolking",0
Grapperhaus staat achter politieoptreden na protest op Malieveld,0
Politie Eindhoven verzocht niet in te gaan op beledigingen tijdens protest,0
Zo ziet een saunabezoek er vanaf 1 juli uit,0
"425 aanhoudingen tijdens coronaprotest Den Haag, nog acht personen vast",0
Utrecht verbood protest op Jaarbeursplein uit angst voor ongeregeldheden,0
Thijs H. na nabestaandenverklaringen: 'Ik heb verschrikkelijk veel spijt',0
Verdediging MH17 wil duidelijkheid over afstand die buk-raket kan afleggen,0
Coronacijfers van afgelopen week: aantal besmettingen bijna gehalveerd,0
Michael P. krijgt 4 maanden strafvermindering na hardhandige arrestatie,0
Uv-robot maakt ruimtes binnen enkele minuten coronavrij,0
Vermeend kopstuk in cocaïnehandel 'Piet Costa' aangehouden in Rotterdam,0
"Deskundigen: Thijs H. ontoerekeningsvatbaar, fouten gemaakt in behandeling",0
Man vindt in Luik een berg aan voor Nederland bestemde pakketjes,0
Smaakjes voor e-sigaretten zoals kaneel en mojito worden verboden,0
UNICEF: Nederlandse jongeren hebben vooral stress door school,0
"Weerbericht: Warme en zonnige dag, af en toe sluierbewolking",0
Grapperhaus staat achter politieoptreden na protest op Malieveld,0
Remkes stond lockdownprotest toe om 'vermenging kinderen en raddraaiers',0
"'Middelbare school einde zomer volledig open, juli-versoepeling gaat door'",0
OM krijgt van Thijs H. weinig antwoorden over doden wandelaars,0
Verdediging: Aanwijzingen voor gevechtsvliegtuigen in nabijheid vlucht MH17,0
RIVM: Voor het eerst in drie maanden geen melding van nieuwe coronadode,0
Wie was vrijheidsstrijder en verzetsheld Anton de Kom?,0
Thijs H.: 'Ik dacht dat wereld in handen was van psychopaten',0
Uit voorzorg naar huis gestuurde militairen negatief getest op coronavirus,0
Verzetsheld Anton de Kom eerste Surinamer met plek in Canon van Nederland,0
Nog 10 à 15 personen vast voor onrust rond coronaprotest in Den Haag,0
Aantal door teken gebeten personen sinds 2010 met 30 procent gestegen,0
App waarschuwt voor teken: dit zijn de risicogebieden,0
Weerbericht: Zonnig langs de kust en stapelwolken in het binnenland,0
"Opgepakte relschoppers Hoorn heengezonden, politie onderzoekt beelden",0
Relschoppers op de vuist met ME in Den Haag,0
Vierhonderd arrestaties rond betoging tegen coronaspoedwet op Malieveld,0
Remkes stond lockdownprotest toe om 'vermenging kinderen en raddraaiers',0
"'Middelbare school einde zomer volledig open, juli-versoepeling gaat door'",0
OM krijgt van Thijs H. weinig antwoorden over doden wandelaars,0
Verdediging: Aanwijzingen voor gevechtsvliegtuigen in nabijheid vlucht MH17,0
RIVM: Voor het eerst in drie maanden geen melding van nieuwe coronadode,0
Wie was vrijheidsstrijder en verzetsheld Anton de Kom?,0
Thijs H.: 'Ik dacht dat wereld in handen was van psychopaten',0
Uit voorzorg naar huis gestuurde militairen negatief getest op coronavirus,0
Verzetsheld Anton de Kom eerste Surinamer met plek in Canon van Nederland,0
Nog 10 à 15 personen vast voor onrust rond coronaprotest in Den Haag,0
Aantal door teken gebeten personen sinds 2010 met 30 procent gestegen,0
App waarschuwt voor teken: dit zijn de risicogebieden,0
Weerbericht: Zonnig langs de kust en stapelwolken in het binnenland,0
"Opgepakte relschoppers Hoorn heengezonden, politie onderzoekt beelden",0
Relschoppers op de vuist met ME in Den Haag,0
Vierhonderd arrestaties rond betoging tegen coronaspoedwet op Malieveld,0
"Zeldzame lachstern uitgebroed, tweede in Nederland sinds 1958",0
Zeker zeven arrestaties bij betoging tegen coronaspoedwet op Malieveld,0
Grote kans op hittegolf tijdens eerste week van de officiële zomer,0
"Weerbericht: In de ochtend zon, later bewolking en een spat regen",0
Politie schiet man neer in Bergen op Zoom die dreigde met messen,0
Haagse vrouw springt uit raam om mishandeling door vriend te voorkomen,0
Honderden Black Lives Matter-demonstranten op Malieveld in Den Haag,0
Politie en OM onderzoeken doodsbedreiging gezin KOZP-leider Jerry Afriyie,0
Massale zoekactie gaande naar vermiste zwemmer bij Lemmer,0
Ook Amsterdam verbiedt protest tegen anderhalvemetermaatregel,0
Ruim zeventig automobilisten bekeurd voor filmen brandende hijskraan A50,0
OM vervolgt agent voor 'ongewild schot' op onschuldige arrestant in Sittard,0
Burgemeester: Rellen bij protest tegen standbeeld in Hoorn bewust uitgelokt,0
"Weerbericht: Warme, bewolkte dag met af en toe een bui",0
"Onrustig einde demonstraties Hoorn, plein met standbeeld J.P. Coen ontruimd",0
Met listeria besmette vleeswaren van fabrikant Offerman kostten zes levens,0
"Zeldzame lachstern uitgebroed, tweede in Nederland sinds 1958",0
Zeker zeven arrestaties bij betoging tegen coronaspoedwet op Malieveld,0
Grote kans op hittegolf tijdens eerste week van de officiële zomer,0
"Weerbericht: In de ochtend zon, later bewolking en een spat regen",0
Politie schiet man neer in Bergen op Zoom die dreigde met messen,0
Haagse vrouw springt uit raam om mishandeling door vriend te voorkomen,0
Honderden Black Lives Matter-demonstranten op Malieveld in Den Haag,0
Politie en OM onderzoeken doodsbedreiging gezin KOZP-leider Jerry Afriyie,0
Massale zoekactie gaande naar vermiste zwemmer bij Lemmer,0
Ook Amsterdam verbiedt protest tegen anderhalvemetermaatregel,0
Ruim zeventig automobilisten bekeurd voor filmen brandende hijskraan A50,0
OM vervolgt agent voor 'ongewild schot' op onschuldige arrestant in Sittard,0
Burgemeester: Rellen bij protest tegen standbeeld in Hoorn bewust uitgelokt,0
"Weerbericht: Warme, bewolkte dag met af en toe een bui",0
